Fuel_Type,Kilometers_Driven,Transmission_Type,No_of_Owners,Manufactured_By,Car_Model,Car_Produced_Year,Car_Price,Registration_Year,No_of_Seats,Engine_CC,Mileage(kmpl),Location
Diesel,123152,Manual,1,Mahindra,Mahindra KUV 100,2017,4.42,2017,6,1198,25.32,Chennai
Diesel,65000,Automatic,2,Audi,Audi A6,2013,14.8,2013,5,1968,17.68,Chennai
Diesel,116413,Manual,1,Honda,Honda Amaze,2014,4.3,2014,5,1498,25.8,Chennai
Petrol,56000,Automatic,1,Audi,Audi A6,2015,22.9,2016,5,1798,15.26,Chennai
Petrol,78000,Automatic,1,Audi,Audi A6,2015,20.9,2016,5,1798,15.26,Chennai
Diesel,30000,Automatic,1,Mercedes-Benz,Mercedes-Benz GLE,2020,75.0,2020,5,1950,19.0,Chennai
Petrol,2000,Automatic,1,Mercedes-Benz,Mercedes-Benz AMG GLA 35,2022,64.5,2022,5,1991,19.0,Chennai
Petrol,300,Automatic,1,Mercedes-Benz,Mercedes-Benz AMG A 35,2022,59.0,2022,5,1991,19.0,Chennai
Petrol,11600,Manual,1,Hyundai,Hyundai Venue,2022,9.5,2022,5,1197,11.0,Chennai
Petrol,18377,Manual,1,MG,MG Hector,2021,17.5,2021,5,1451,15.81,Chennai
Petrol,97000,Automatic,2,Honda,Honda City,2010,3.65,2010,5,1497,16.8,Chennai
Petrol,75184,Manual,1,Hyundai,Hyundai EON,2015,2.87,2015,5,814,21.1,Chennai
Petrol,49387,Manual,2,Maruti,Maruti Swift Dzire,2014,4.37,2014,5,1197,22.41,Chennai
Petrol,81000,Manual,1,Hyundai,Hyundai i10,2011,3.1,2011,5,1197,20.36,Chennai
Petrol,80320,Manual,1,Maruti,Maruti Wagon R,2010,2.87,2011,5,998,18.9,Chennai
Petrol,8608,Automatic,1,Skoda,Skoda Rapid,2021,12.02,2021,5,999,16.24,Chennai
Diesel,96892,Manual,3,Nissan,Nissan Terrano,2015,5.15,2015,5,1461,19.01,Chennai
Diesel,75000,Manual,1,Renault,Renault Duster,2016,6.65,2016,5,1461,19.87,Chennai
Petrol,61237,Manual,1,Maruti,Maruti Alto 800,2016,2.79,2016,5,796,22.05,Chennai
Petrol,32806,Manual,1,Nissan,Nissan Magnite,2021,7.66,2021,5,999,20.0,Chennai
Petrol,52138,Manual,1,Renault,Renault KWID,2019,3.8,2019,5,999,23.01,Chennai
Petrol,37429,Manual,1,Volkswagen,Volkswagen Ameo,2016,5.2,2016,5,999,19.44,Chennai
Petrol,78978,Manual,2,Maruti,Maruti Wagon R,2010,2.6,2010,5,998,21.79,Chennai
Diesel,100000,Manual,2,Toyota,Toyota Fortuner,2012,14.75,2012,7,2982,13.0,Chennai
Diesel,96000,Automatic,2,Mercedes-Benz,Mercedes-Benz M-Class,2014,19.75,2014,5,2143,15.26,Chennai
Diesel,69000,Automatic,1,Skoda,Skoda Kodiaq,2018,28.0,2018,7,1968,16.25,Chennai
Petrol,52044,Manual,1,Honda,Honda Brio,2015,4.5,2015,5,1198,19.4,Chennai
Petrol,37000,Automatic,1,Audi,Audi A3,2019,24.25,2019,5,1395,19.2,Chennai
Petrol,8541,Manual,1,Renault,Renault Triber,2023,8.4,2023,7,999,20.0,Chennai
Petrol,30000,Automatic,2,Skoda,Skoda Rapid,2019,7.1,2019,5,1598,14.84,Chennai
Petrol,44768,Automatic,1,Maruti,Maruti Celerio X,2018,4.59,2018,5,998,21.63,Chennai
Petrol,27062,Manual,1,Ford,Ford Ecosport,2020,7.69,2020,5,1496,15.9,Chennai
Petrol,46973,Manual,1,Hyundai,Hyundai Verna,2018,9.0,2018,5,1591,17.0,Chennai
Petrol,22239,Manual,1,Volkswagen,Volkswagen Virtus,2022,12.77,2022,5,999,19.4,Chennai
Petrol,16455,Manual,1,Tata,Tata Nexon,2021,9.69,2021,5,1199,17.57,Chennai
Diesel,20000,Automatic,1,BMW,BMW 5 Series,2021,60.0,2021,5,1995,20.37,Chennai
Petrol,5107,Automatic,1,Tata,Tata Altroz,2022,9.42,2022,5,1199,18.5,Chennai
Petrol,34000,Manual,1,Hyundai,Hyundai Grand i10 Nios,2022,6.9,2022,5,1197,20.7,Chennai
Petrol,88923,Automatic,1,Jeep,Jeep Compass,2018,12.56,2018,5,1368,16.0,Chennai
Petrol,94581,Manual,2,Maruti,Maruti Wagon R,2013,2.88,2013,5,998,18.9,Chennai
Diesel,71000,Automatic,1,Land Rover,Land Rover Discovery,2017,36.0,2017,7,2993,18.0,Chennai
Petrol,30924,Manual,1,Hyundai,Hyundai i20,2021,9.5,2021,5,998,20.0,Chennai
Diesel,53000,Manual,1,Honda,Honda WR-V,2017,8.9,2017,5,1498,25.5,Chennai
Diesel,43000,Manual,1,Ford,Ford Ecosport,2016,6.6,2016,5,1498,21.7,Chennai
Petrol,21000,Automatic,1,Toyota,Toyota Camry,2020,39.0,2020,5,2487,19.16,Chennai
Diesel,108513,Manual,2,Honda,Honda Amaze,2013,3.8,2014,5,1498,25.8,Chennai
Diesel,91000,Automatic,1,Skoda,Skoda Rapid,2015,6.75,2015,5,1498,21.66,Chennai
Petrol,37000,Automatic,1,Lexus,Lexus ES,2018,50.0,2018,5,2487,22.37,Chennai
Diesel,71721,Manual,1,Honda,Honda WR-V,2021,9.71,2021,5,1498,23.7,Chennai
Petrol,39276,Manual,1,Renault,Renault KWID,2019,3.52,2019,5,999,23.01,Chennai
Diesel,35000,Automatic,1,Jaguar,Jaguar XF,2014,23.0,2014,5,1999,19.33,Chennai
Diesel,85616,Automatic,1,Maruti,Maruti Vitara Brezza,2019,8.66,2019,5,1248,24.3,Chennai
Petrol,56380,Manual,1,Toyota,Toyota Etios,2016,5.08,2016,5,1496,16.78,Chennai
Petrol,83000,Manual,3,Hyundai,Hyundai i20,2009,2.6,2009,5,1197,18.5,Chennai
Diesel,66211,Manual,1,Maruti,Maruti Vitara Brezza,2016,7.96,2016,5,1248,24.3,Chennai
Petrol,37000,Automatic,1,Audi,Audi A3,2019,24.8,2019,5,1395,19.2,Chennai
Petrol,60662,Manual,1,Hyundai,Hyundai Grand i10,2016,4.34,2016,5,1197,18.9,Chennai
Petrol,24140,Automatic,1,Tata,Tata Punch,2021,7.82,2021,5,1199,18.8,Chennai
Petrol,56000,Automatic,1,Audi,Audi A6,2015,20.9,2016,5,1798,15.26,Chennai
Petrol,47000,Automatic,1,Audi,Audi Q3,2017,24.8,2018,5,1395,16.9,Chennai
Diesel,54700,Automatic,1,Audi,Audi Q3,2016,19.9,2017,5,1968,15.73,Chennai
Petrol,27000,Automatic,1,Hyundai,Hyundai i20,2021,10.9,2021,5,998,20.28,Chennai
Diesel,63000,Manual,2,Chevrolet,Chevrolet Beat,2013,3.5,2014,5,936,25.44,Chennai
Diesel,65000,Automatic,1,BMW,BMW X1,2019,33.75,2020,5,1995,20.68,Chennai
Diesel,81000,Automatic,4,Audi,Audi A6,2013,9.95,2014,5,2967,14.57,Chennai
Diesel,94000,Automatic,2,Mercedes-Benz,Mercedes-Benz GL-Class,2014,24.8,2014,7,2987,11.3,Chennai
Petrol,11000,Automatic,1,Kia,Kia Carens,2022,19.5,2022,7,1353,16.5,Chennai
Petrol,12901,Automatic,1,Volkswagen,Volkswagen Virtus,2022,16.21,2022,5,999,18.12,Chennai
Petrol,29708,Automatic,1,Datsun,Datsun GO,2019,4.71,2020,5,1198,19.59,Chennai
Petrol,22186,Automatic,1,MG,MG Astor,2021,16.9,2021,5,1498,14.85,Chennai
Petrol,71413,Manual,1,Datsun,Datsun GO Plus,2019,3.96,2019,7,1198,19.02,Chennai
Petrol,50046,Manual,3,Hyundai,Hyundai i20,2011,3.01,2011,5,1197,17.0,Chennai
Petrol,57600,Automatic,1,Kia,Kia Seltos,2019,14.9,2019,5,1353,16.2,Chennai
Petrol,46116,Manual,2,Datsun,Datsun GO,2019,3.93,2019,5,1198,19.83,Chennai
Petrol,11700,Automatic,1,Audi,Audi Q2,2020,26.8,2021,5,1984,19.0,Chennai
Diesel,24602,Automatic,1,Tata,Tata New Safari,2021,18.91,2021,6,1956,14.08,Chennai
Petrol,81454,Manual,1,Volkswagen,Volkswagen Polo,2018,5.55,2018,5,999,18.78,Chennai
Petrol,6000,Automatic,1,BMW,BMW 3 Series,2022,60.0,2022,5,1998,16.13,Chennai
Petrol,37655,Automatic,1,Ford,Ford Ecosport,2019,9.9,2019,5,1497,14.8,Chennai
Diesel,73000,Automatic,2,Audi,Audi A4,2013,13.9,2013,5,1968,17.11,Chennai
Petrol,15100,Manual,1,Volkswagen,Volkswagen Vento,2017,8.5,2018,5,1598,16.09,Chennai
Diesel,70000,Automatic,2,Audi,Audi Q3,2016,24.25,2016,5,1968,15.17,Chennai
Diesel,75000,Automatic,2,Audi,Audi Q3,2016,23.5,2017,5,1968,15.17,Chennai
Petrol,15000,Automatic,0,Audi,Audi Q3,2022,44.0,0,1,1984,19.0,Chennai
Petrol,23700,Manual,1,Kia,Kia Sonet,2020,10.5,2020,5,998,18.2,Chennai
Petrol,7087,Manual,0,Renault,Renault Kiger,2022,9.72,0,7,999,20.5,Chennai
Petrol,40000,Manual,1,Hyundai,Hyundai Grand i10 Nios,2020,7.25,2020,5,1197,20.7,Chennai
Petrol,58155,Manual,2,Renault,Renault KWID,2016,3.16,2016,5,799,25.17,Chennai
Petrol,30015,Automatic,3,Ford,Ford Ecosport,2020,8.6,2020,5,1497,14.8,Chennai
Petrol,5239,Automatic,1,Hyundai,Hyundai Aura,2022,8.9,2022,5,1197,20.1,Chennai
Petrol,62606,Manual,2,Hyundai,Hyundai i10,2011,2.51,2011,5,1197,20.36,Chennai
Petrol,65287,Manual,1,Tata,Tata Tiago,2017,4.33,2017,5,1199,23.84,Chennai
Diesel,12000,Automatic,2,Audi,Audi A3,2019,32.0,2019,5,1968,20.38,Chennai
Diesel,50267,Automatic,1,Maruti,Maruti Ciaz,2018,7.15,2018,5,1248,28.09,Chennai
Petrol,87277,Automatic,1,Maruti,Maruti Alto K10,2015,3.45,2015,5,998,23.95,Chennai
Petrol,11323,Manual,1,Maruti,Maruti SX4 S Cross,2021,8.55,2021,5,1462,18.55,Chennai
Petrol,90487,Automatic,1,Maruti,Maruti Celerio,2016,3.65,2016,5,998,26.0,Chennai
Petrol,55405,Manual,1,Maruti,Maruti Zen Estilo,2010,2.2,2010,5,998,19.0,Chennai
Diesel,15000,Automatic,1,BMW,BMW 3 Series Gran Limousine,2022,60.75,2022,5,1995,19.62,Chennai
Diesel,31450,Manual,1,Mahindra,Mahindra TUV 300,2017,8.9,2017,7,1493,18.49,Chennai
Diesel,90000,Automatic,1,Audi,Audi Q3,2013,13.5,2013,5,1968,15.73,Chennai
Petrol,36000,Automatic,2,Mercedes-Benz,Mercedes-Benz C-Class,2012,12.2,2012,5,1991,14.74,Chennai
Diesel,40000,Automatic,2,Audi,Audi Q3,2017,24.0,2017,5,1968,15.73,Chennai
Petrol,95000,Automatic,1,Honda,Honda CR-V,2017,16.5,2017,5,1997,13.7,Chennai
Petrol,107280,Manual,2,Hyundai,Hyundai i20,2010,2.75,2010,5,1197,18.5,Chennai
Diesel,45700,Manual,1,Nissan,Nissan Kicks,2019,10.5,2020,5,1461,20.45,Chennai
Diesel,74686,Manual,1,Fiat,Fiat Punto,2013,2.95,2013,5,1248,20.3,Chennai
Petrol,119004,Manual,1,Maruti,Maruti Celerio,2018,4.61,2018,5,998,25.24,Chennai
Diesel,117079,Manual,1,Hyundai,Hyundai Venue,2019,7.19,2019,5,1396,23.7,Chennai
Petrol,35000,Manual,1,Honda,Honda Jazz,2017,5.5,2017,5,1199,18.7,Chennai
Petrol,76730,Manual,1,Hyundai,Hyundai Santro Xing,2012,2.87,2012,5,1086,17.92,Chennai
Petrol,21123,Manual,1,Hyundai,Hyundai Venue,2022,10.35,2022,5,998,18.0,Chennai
Petrol,98000,Automatic,1,Toyota,Toyota Corolla Altis,2014,8.75,2014,5,1798,14.28,Chennai
Petrol,69684,Manual,1,Tata,Tata Tiago,2018,4.45,2019,5,1199,23.84,Chennai
Petrol,16600,Automatic,1,Renault,Renault Duster,2020,11.9,2021,5,1330,16.42,Chennai
Petrol,90403,Manual,2,Volkswagen,Volkswagen Vento,2016,5.4,2016,5,1598,16.09,Chennai
Diesel,81009,Manual,3,Volkswagen,Volkswagen Polo,2016,5.84,2016,5,1498,20.14,Chennai
Petrol,16500,Manual,1,Volkswagen,Volkswagen Taigun,2021,17.7,2021,5,1498,17.88,Chennai
Diesel,84741,Manual,2,Tata,Tata Tiago,2017,4.3,2017,5,1047,27.28,Chennai
Diesel,51122,Manual,1,Mahindra,Mahindra TUV 300 Plus,2018,9.9,2018,9,2179,18.49,Chennai
Diesel,60000,Automatic,2,Mercedes-Benz,Mercedes-Benz E-Class,2016,26.5,2017,5,2143,13.0,Chennai
Diesel,96094,Manual,4,Ford,Ford Figo,2010,1.2,2010,5,1399,20.0,Chennai
Petrol,42891,Automatic,1,Maruti,Maruti Swift,2018,6.2,2018,5,1197,22.0,Chennai
Diesel,59100,Manual,1,Renault,Renault Duster,2018,8.9,2019,5,1461,19.87,Chennai
Petrol,55913,Automatic,1,Tata,Tata Nexon,2018,8.01,2018,5,1198,17.0,Chennai
Diesel,65000,Automatic,1,Volkswagen,Volkswagen Tiguan,2017,20.5,2017,5,1968,16.65,Chennai
Diesel,60000,Automatic,1,BMW,BMW 3 Series GT,2019,35.75,2019,5,1995,21.76,Chennai
Diesel,10000,Automatic,1,Kia,Kia Seltos,2022,19.0,2022,5,1493,18.0,Delhi
Petrol,57437,Manual,2,Hyundai,Hyundai Creta,2016,7.62,2016,5,1591,15.29,Delhi
Petrol,8000,Automatic,1,Mercedes-Benz,Mercedes-Benz GLC,2020,56.0,2020,5,1991,12.74,Delhi
Petrol,28151,Manual,2,Maruti,Maruti Swift,2018,5.23,2019,5,1197,22.38,Delhi
Petrol,60000,Manual,1,Hyundai,Hyundai Creta,2017,7.65,2017,5,1591,15.29,Delhi
Petrol,20000,Manual,1,Kia,Kia Sonet,2021,8.95,2021,5,1197,18.4,Delhi
Cng,42682,Manual,1,Hyundai,Hyundai Aura,2021,7.08,2022,5,1197,28.0,Delhi
Petrol,44653,Manual,1,Volkswagen,Volkswagen Polo,2017,4.0,2017,5,1198,18.78,Delhi
Cng,7000,Manual,1,Hyundai,Hyundai Grand i10 Nios,2022,7.25,2022,5,1197,11.0,Delhi
Petrol,67823,Manual,1,Maruti,Maruti Baleno,2019,6.63,2019,5,1197,21.01,Delhi
Petrol,50000,Automatic,1,Honda,Honda Brio,2014,3.9,2014,5,1198,16.5,Delhi
Diesel,97055,Manual,1,Nissan,Nissan Kicks,2019,7.84,2019,5,1461,20.45,Delhi
Petrol,114000,Automatic,1,Toyota,Toyota Camry,2017,21.0,2017,5,2494,19.16,Delhi
Diesel,24000,Manual,1,Kia,Kia Sonet,2022,13.5,2022,5,1493,14.0,Delhi
Diesel,30000,Automatic,1,BMW,BMW 5 Series,2016,23.5,2016,5,1995,18.12,Delhi
Electric,6000,Automatic,1,Mini,Mini Cooper SE,2023,46.0,2023,4,0,0.0,Delhi
Petrol,7000,Manual,1,Toyota,Toyota Innova Crysta,2022,22.5,2023,7,2694,8.0,Delhi
Diesel,34000,Automatic,1,MG,MG Gloster,2021,35.0,2021,7,1996,12.4,Delhi
Diesel,29000,Automatic,1,BMW,BMW X1,2013,9.0,2013,5,1995,17.05,Delhi
Petrol,38000,Automatic,1,Mercedes-Benz,Mercedes-Benz GLC,2020,52.45,2020,5,1991,12.74,Delhi
Diesel,150000,Manual,1,Tata,Tata Safari Storme,2013,3.5,2013,7,2179,14.0,Delhi
Diesel,83329,Manual,1,Hyundai,Hyundai Venue,2019,8.39,2019,5,1396,23.7,Delhi
Petrol,43000,Manual,1,Maruti,Maruti Zen Estilo,2008,1.2,2008,5,1061,18.2,Delhi
Petrol,8000,Manual,1,Hyundai,Hyundai Grand i10 Nios,2022,7.5,2022,5,1197,20.7,Delhi
Petrol,11404,Automatic,1,Skoda,Skoda Kushaq,2021,12.84,2022,5,999,17.2,Delhi
Petrol,70000,Manual,2,Hyundai,Hyundai Creta,2019,8.5,2019,5,1591,13.0,Delhi
Diesel,23000,Manual,1,Tata,Tata Altroz,2023,8.7,2023,5,1497,23.64,Delhi
Petrol,19044,Manual,1,Maruti,Maruti Ignis,2022,6.34,2022,5,1197,20.89,Delhi
Petrol,23500,Automatic,1,BMW,BMW 7 Series,2017,75.0,2017,5,2998,12.5,Delhi
Petrol,17367,Manual,1,Hyundai,Hyundai Creta,2019,12.5,2019,5,1591,15.8,Delhi
Diesel,3800,Manual,1,Kia,Kia Seltos,2020,13.25,2020,5,1493,20.8,Delhi
Petrol,45000,Automatic,1,BMW,BMW 3 Series GT,2017,32.15,2017,5,1998,15.34,Delhi
Petrol,43124,Automatic,2,Hyundai,Hyundai Grand i10,2014,4.21,2014,5,1197,18.9,Delhi
Diesel,20000,Manual,1,Mahindra,Mahindra XUV500,2020,13.0,2020,7,2179,15.1,Delhi
Diesel,60000,Automatic,1,Hyundai,Hyundai Creta,2017,10.0,2017,5,1582,17.01,Delhi
Petrol,36000,Manual,1,Maruti,Maruti Baleno,2018,6.0,2018,5,1197,21.01,Delhi
Petrol,44559,Automatic,1,Hyundai,Hyundai Grand i10,2015,4.95,2015,5,1197,18.9,Delhi
Petrol,10000,Manual,1,MG,MG Hector Plus,2022,20.5,2022,6,1451,14.025,Delhi
Petrol,37587,Manual,1,Tata,Tata Altroz,2021,6.27,2021,5,1199,19.33,Delhi
Petrol,90000,Manual,1,Honda,Honda Amaze,2016,3.4,2016,5,1198,17.8,Delhi
Petrol,73786,Manual,1,Hyundai,Hyundai i10,2010,1.9,2010,5,1197,20.36,Delhi
Petrol,50000,Automatic,1,Toyota,Toyota Corolla Altis,2009,3.0,2009,5,1794,14.53,Delhi
Petrol,22000,Manual,1,Maruti,Maruti Swift,2018,5.75,2018,5,1197,21.21,Delhi
Petrol,38103,Automatic,1,Maruti,Maruti Baleno,2019,7.43,2019,5,1197,19.56,Delhi
Petrol,15000,Manual,1,Maruti,Maruti Ignis,2022,6.45,2022,5,1197,20.89,Delhi
Diesel,69000,Automatic,1,Toyota,Toyota Innova Crysta,2018,17.0,2018,7,2755,11.36,Delhi
Petrol,48327,Manual,2,Hyundai,Hyundai Grand i10,2013,3.59,2013,5,1197,18.9,Delhi
Petrol,40000,Manual,1,Maruti,Maruti Zen Estilo,2008,1.2,2008,5,1061,18.2,Delhi
Petrol,38967,Manual,1,Kia,Kia Seltos,2020,11.21,2020,5,1353,16.5,Delhi
Diesel,50000,Manual,1,Kia,Kia Seltos,2020,13.75,2020,5,1493,20.8,Delhi
Petrol,33000,Manual,1,Maruti,Maruti Baleno,2016,5.25,2016,5,1197,21.01,Delhi
Petrol,70000,Manual,1,Toyota,Toyota Etios,2014,3.75,2014,5,1496,16.78,Delhi
Diesel,72000,Automatic,1,Isuzu,Isuzu MU-X,2018,16.99,2018,7,2999,13.8,Delhi
Petrol,58511,Manual,1,Hyundai,Hyundai Creta,2017,8.95,2017,5,1591,15.29,Delhi
Diesel,60000,Manual,1,Maruti,Maruti Swift Dzire,2014,4.1,2014,5,1248,23.4,Delhi
Diesel,40000,Manual,3,Mahindra,Mahindra Scorpio,2019,12.5,2019,7,2179,16.36,Delhi
Petrol,43500,Manual,1,Maruti,Maruti Swift,2019,5.25,2019,5,1197,22.0,Delhi
Petrol,68192,Manual,1,Maruti,Maruti Swift Dzire,2019,6.25,2019,5,1298,17.5,Delhi
Diesel,100000,Manual,3,Mahindra,Mahindra XUV500,2017,8.5,2017,7,1997,16.0,Delhi
Diesel,74872,Manual,1,Honda,Honda Jazz,2015,3.4,2016,5,1498,27.3,Delhi
Diesel,47000,Manual,1,Toyota,Toyota Innova Crysta,2019,17.5,2019,7,2393,12.0,Delhi
Petrol,9000,Manual,1,Maruti,Maruti Brezza,2022,12.95,2022,5,1462,19.89,Delhi
Petrol,31000,Manual,1,Volkswagen,Volkswagen Polo,2019,6.99,2019,5,999,18.78,Delhi
Petrol,33709,Manual,2,Tata,Tata Tiago,2018,3.99,2018,5,1199,23.84,Delhi
Petrol,123617,Manual,1,Maruti,Maruti Ignis,2018,3.87,2018,5,1197,20.89,Delhi
Diesel,31000,Automatic,1,Audi,Audi A6,2015,14.75,2015,5,1968,17.68,Delhi
Cng,45000,Manual,1,Hyundai,Hyundai Santro,2019,4.85,2019,5,1086,30.48,Delhi
Cng,82000,Manual,1,Maruti,Maruti Wagon R,2014,2.95,2014,5,998,33.54,Delhi
Petrol,36400,Automatic,1,Maruti,Maruti Celerio,2015,4.25,2015,5,998,23.1,Delhi
Diesel,75000,Automatic,2,Mercedes-Benz,Mercedes-Benz S-Class,2017,71.25,2017,5,2925,13.5,Delhi
Petrol,69000,Manual,1,Honda,Honda Brio,2013,2.5,2013,5,1198,19.4,Delhi
Diesel,110000,Manual,1,Fiat,Fiat Linea,2015,3.5,2015,5,1248,20.4,Delhi
Diesel,62500,Automatic,1,Nissan,Nissan Terrano,2016,6.45,2016,5,1461,19.61,Delhi
Petrol,20000,Manual,1,Renault,Renault KWID,2021,4.6,2021,5,799,22.25,Delhi
Petrol,70307,Manual,2,Honda,Honda City,2014,4.58,2014,5,1497,17.4,Delhi
Diesel,50000,Automatic,1,Audi,Audi Q5,2015,18.0,2015,5,1968,14.16,Delhi
Petrol,30000,Manual,1,Maruti,Maruti Ignis,2020,5.8,2020,5,1197,20.89,Delhi
Diesel,65000,Automatic,1,BMW,BMW X5,2017,42.0,2017,5,2993,15.97,Delhi
Petrol,4108,Manual,2,Maruti,Maruti Ignis,2022,5.17,2022,5,1197,20.89,Delhi
Petrol,40000,Manual,1,Hyundai,Hyundai i20,2020,7.5,2020,5,1197,18.6,Delhi
Petrol,91926,Manual,1,Hyundai,Hyundai i10,2012,2.13,2012,5,1197,20.36,Delhi
Diesel,40000,Automatic,1,Mercedes-Benz,Mercedes-Benz E-Class,2014,14.5,2014,5,2143,13.0,Delhi
Cng,40000,Manual,1,Maruti,Maruti Ertiga,2021,11.0,2021,7,1462,26.08,Delhi
Petrol,60000,Manual,1,Maruti,Maruti Baleno,2019,6.11,2019,5,1197,21.4,Delhi
Petrol,23200,Manual,1,Toyota,Toyota Glanza,2021,7.45,2021,5,1197,21.01,Delhi
Diesel,36000,Automatic,1,Kia,Kia Seltos,2021,18.51,2021,5,1493,18.0,Delhi
Petrol,50000,Manual,1,Hyundai,Hyundai Grand i10,2015,4.15,2015,5,1197,18.9,Delhi
Diesel,39000,Manual,1,Jeep,Jeep Compass,2017,10.75,2017,5,1956,17.1,Delhi
Petrol,55000,Automatic,1,Maruti,Maruti Baleno,2016,5.5,2016,5,1197,21.4,Delhi
Petrol,55000,Manual,1,Tata,Tata Altroz,2020,5.4,2020,5,1199,19.33,Delhi
Petrol,24777,Manual,1,Renault,Renault Triber,2019,5.4,2019,7,999,20.0,Delhi
Diesel,50000,Manual,1,Maruti,Maruti Vitara Brezza,2016,5.75,2016,5,1248,24.3,Delhi
Petrol,15000,Automatic,1,Jeep,Jeep Wrangler,2021,62.0,2021,5,1998,12.1,Delhi
Petrol,50854,Manual,2,Maruti,Maruti Swift Dzire,2012,2.86,2012,5,1197,22.41,Delhi
Diesel,134000,Automatic,1,Audi,Audi A6,2014,8.9,2016,5,1968,17.68,Delhi
Diesel,33000,Automatic,1,MG,MG Gloster,2021,34.49,2021,7,1996,12.4,Delhi
Petrol,34000,Automatic,1,Hyundai,Hyundai Elantra,2019,12.8,2019,5,1999,14.62,Delhi
Petrol,52515,Manual,1,Maruti,Maruti Swift Dzire,2014,3.56,2014,5,1197,22.41,Delhi
Petrol,45000,Manual,1,Toyota,Toyota Innova Crysta,2020,19.5,2020,7,2694,8.0,Delhi
Diesel,59000,Automatic,1,Audi,Audi A6,2015,20.9,2016,5,1968,18.53,Delhi
Petrol,29582,Manual,2,Fiat,Fiat Linea,2009,1.15,2009,5,1368,16.0,Delhi
Petrol,10000,Manual,1,Mahindra,Mahindra Scorpio N,2023,15.0,2023,7,1997,19.0,Delhi
Petrol,41000,Automatic,1,Toyota,Toyota Corolla Altis,2017,11.9,2017,5,1798,14.28,Delhi
Petrol,57806,Manual,2,Renault,Renault KWID,2017,2.95,2017,5,799,25.17,Delhi
Petrol,20000,Automatic,1,Honda,Honda City,2019,10.0,2019,5,1497,18.0,Delhi
Petrol,66227,Manual,1,Datsun,Datsun RediGO,2018,2.13,2018,5,799,22.7,Delhi
Petrol,100000,Manual,3,Hyundai,Hyundai i10,2010,1.35,2010,5,1086,19.81,Delhi
Petrol,43220,Automatic,2,Tata,Tata Tiago,2019,5.95,2020,5,1199,23.84,Delhi
Petrol,100000,Manual,1,Hyundai,Hyundai Xcent,2015,3.0,2015,5,1197,18.0,Delhi
Petrol,13500,Manual,2,Renault,Renault KWID,2018,4.25,2018,5,999,23.01,Delhi
Petrol,60000,Manual,2,Tata,Tata Tigor,2016,3.3,2016,5,1199,23.84,Delhi
Petrol,43929,Manual,1,Maruti,Maruti Baleno,2016,4.78,2017,5,1197,21.4,Delhi
Petrol,70000,Manual,1,Maruti,Maruti Wagon R,2017,4.5,2017,5,998,20.51,Delhi
Diesel,70000,Manual,2,Mahindra,Mahindra XUV500,2018,9.0,2018,7,2179,15.1,Delhi
Petrol,50000,Manual,1,Maruti,Maruti Baleno,2020,6.8,2020,5,1197,21.01,Delhi
Petrol,34250,Manual,1,Renault,Renault KWID,2018,3.85,2019,5,799,25.17,Delhi
Petrol,90000,Manual,2,Honda,Honda Brio,2012,2.4,2012,5,1198,19.4,Delhi
Cng,64847,Manual,1,Hyundai,Hyundai Grand i10 Nios,2020,6.26,2020,5,1197,11.0,Delhi
Diesel,50000,Manual,1,Hyundai,Hyundai Creta,2021,13.5,2021,5,1493,14.0,Delhi
Petrol,62150,Manual,1,Hyundai,Hyundai i10,2015,3.45,2015,5,1086,19.81,Delhi
Petrol,41200,Automatic,1,Maruti,Maruti Ignis,2018,5.05,2019,4,1197,20.89,Delhi
Petrol,67000,Automatic,1,Ford,Ford Ecosport,2018,7.49,2018,5,1496,14.7,Delhi
Petrol,41705,Manual,2,Hyundai,Hyundai EON,2011,1.4,2011,5,814,21.1,Delhi
Petrol,9000,Automatic,1,Mahindra,Mahindra Thar,2021,15.0,2021,4,1997,15.2,Delhi
Petrol,27120,Automatic,1,Mercedes-Benz,Mercedes-Benz GLA Class,2019,29.95,2019,5,1991,13.7,Delhi
Diesel,120000,Manual,1,Maruti,Maruti Swift,2014,3.25,2014,5,1248,25.2,Delhi
Petrol,55000,Manual,1,Maruti,Maruti Swift,2017,4.31,2017,5,1197,20.4,Delhi
Petrol,69000,Manual,1,Hyundai,Hyundai Creta,2017,7.8,2017,5,1591,15.8,Delhi
Petrol,90000,Manual,2,Hyundai,Hyundai i10,2009,1.7,2009,5,1197,20.36,Delhi
Petrol,40000,Manual,1,Toyota,Toyota Glanza,2019,5.3,2019,5,1197,21.01,Delhi
Petrol,18432,Automatic,1,Maruti,Maruti Vitara Brezza,2021,9.49,2021,5,1462,18.76,Delhi
Petrol,43584,Manual,1,Honda,Honda Amaze,2016,4.79,2016,5,1198,17.8,Delhi
Petrol,17665,Manual,1,Maruti,Maruti Baleno,2017,5.62,2017,5,1197,21.4,Delhi
Diesel,70000,Manual,2,Ford,Ford Ecosport,2017,6.0,2017,5,1498,22.77,Delhi
Petrol,10203,Manual,1,Tata,Tata Tigor,2022,7.35,2022,5,1199,19.28,Delhi
Petrol,70000,Manual,2,Hyundai,Hyundai Grand i10,2015,4.2,2015,5,1197,18.9,Delhi
Petrol,63000,Manual,1,Honda,Honda City,2015,5.49,2015,5,1497,16.8,Delhi
